fold,true_label,predicted_label,prediction_probability,site
1,1,0,0.39274072647094727,PITT
1,1,1,0.7110477685928345,PITT
1,1,1,0.6055903434753418,PITT
1,1,0,0.3871995508670807,PITT
1,1,1,0.7159234285354614,PITT
1,1,1,0.6489339470863342,PITT
1,1,0,0.47006744146347046,PITT
1,0,0,0.329753041267395,PITT
1,0,0,0.40459421277046204,PITT
1,0,0,0.36456596851348877,PITT
1,0,1,0.5179845690727234,PITT
1,0,1,0.7154590487480164,PITT
1,0,0,0.48559898138046265,PITT
1,0,1,0.7520153522491455,OLIN
1,0,0,0.3775542378425598,OLIN
1,0,1,0.7242663502693176,OLIN
1,0,1,0.5267608165740967,OLIN
1,0,0,0.4042591154575348,OLIN
1,1,1,0.6994032859802246,OLIN
1,1,1,0.7330947518348694,OLIN
1,1,0,0.4415707290172577,OLIN
1,1,1,0.601652979850769,OHSU
1,0,1,0.7011184096336365,OHSU
1,0,1,0.7017594575881958,OHSU
1,0,1,0.7166200280189514,OHSU
1,0,1,0.7085581421852112,OHSU
1,1,0,0.31129947304725647,SDSU
1,1,0,0.42944368720054626,SDSU
1,1,0,0.4439450800418854,SDSU
1,1,0,0.43438562750816345,SDSU
1,1,1,0.5040897727012634,TRINITY
1,1,1,0.5012442469596863,TRINITY
1,1,0,0.48410534858703613,TRINITY
1,1,1,0.5350964665412903,TRINITY
1,1,1,0.543901264667511,TRINITY
1,1,1,0.5258640646934509,TRINITY
1,1,1,0.5382189750671387,TRINITY
1,0,0,0.4822453260421753,TRINITY
1,1,1,0.5227451920509338,UM_1
1,1,0,0.4893110990524292,UM_1
1,1,1,0.5251896977424622,UM_1
1,1,1,0.5306031107902527,UM_1
1,1,1,0.5348029136657715,UM_1
1,1,0,0.47852492332458496,UM_1
1,1,0,0.4798487722873688,UM_1
1,1,0,0.4790384769439697,UM_1
1,0,1,0.5208641290664673,UM_1
1,0,1,0.528276801109314,UM_1
1,0,0,0.48060712218284607,UM_1
1,0,1,0.517544150352478,UM_1
1,0,1,0.5266725420951843,UM_1
1,0,0,0.4837751090526581,UM_1
1,0,1,0.53343266248703,UM_1
1,0,0,0.49730274081230164,UM_1
1,0,0,0.42262452840805054,UM_1
1,0,1,0.5347725749015808,UM_1
1,0,0,0.39145079255104065,UM_1
1,0,1,0.573556125164032,UM_2
1,0,0,0.4197714030742645,UM_2
1,1,0,0.3939761817455292,UM_2
1,1,1,0.5737031698226929,UM_2
1,0,0,0.49612683057785034,UM_2
1,0,0,0.42514654994010925,UM_2
1,0,0,0.46510860323905945,UM_2
1,0,1,0.5743914246559143,UM_2
1,0,1,0.5679522156715393,UM_2
1,0,0,0.3325510323047638,USM
1,0,1,0.5293487310409546,USM
1,0,0,0.3952048122882843,USM
1,0,0,0.4928077459335327,USM
1,0,1,0.7770805358886719,USM
1,0,1,0.5231967568397522,USM
1,1,1,0.800811767578125,USM
1,1,1,0.755225419998169,USM
1,1,1,0.7977098226547241,USM
1,1,1,0.6085226535797119,USM
1,1,1,0.7734526991844177,USM
1,1,1,0.5261328816413879,USM
1,0,0,0.41344135999679565,YALE
1,0,1,0.7075031995773315,YALE
1,0,0,0.443472683429718,YALE
1,0,0,0.34841758012771606,YALE
1,1,0,0.3866020143032074,YALE
1,1,1,0.6040390133857727,YALE
1,1,1,0.6616023182868958,YALE
1,1,0,0.3899345099925995,YALE
1,1,1,0.6479403376579285,YALE
1,0,1,0.5692746043205261,LEUVEN_1
1,0,1,0.5502955913543701,LEUVEN_1
1,0,1,0.7908645272254944,LEUVEN_1
1,0,1,0.5692285895347595,LEUVEN_1
1,0,1,0.5028104782104492,LEUVEN_1
1,1,1,0.7922742962837219,LEUVEN_1
1,0,0,0.3951205909252167,LEUVEN_2
1,1,1,0.6841379404067993,LEUVEN_2
1,0,0,0.32949063181877136,KKI
1,1,0,0.4279341697692871,KKI
1,0,1,0.5454844832420349,KKI
1,1,1,0.5986284017562866,NYU
1,1,1,0.6361071467399597,NYU
1,1,1,0.6273180842399597,NYU
1,1,1,0.6356820464134216,NYU
1,1,1,0.6343932151794434,NYU
1,1,1,0.6380711793899536,NYU
1,1,0,0.38739266991615295,NYU
1,1,1,0.6341451406478882,NYU
1,1,1,0.605816662311554,NYU
1,1,1,0.6413204669952393,NYU
1,1,1,0.6290056109428406,NYU
1,1,0,0.41393592953681946,NYU
1,1,0,0.4044778347015381,NYU
1,1,0,0.4705764949321747,NYU
1,1,1,0.5916569828987122,NYU
1,1,1,0.632266104221344,NYU
1,0,0,0.3972359001636505,NYU
1,0,1,0.5988184213638306,NYU
1,0,0,0.3093758523464203,NYU
1,0,0,0.3549252152442932,NYU
1,0,0,0.34462636709213257,NYU
1,0,0,0.45080557465553284,NYU
1,0,0,0.49244487285614014,NYU
1,0,1,0.641409158706665,NYU
1,0,1,0.6370915174484253,NYU
1,0,1,0.631261944770813,NYU
1,0,0,0.4023733139038086,NYU
1,0,1,0.6254758238792419,NYU
1,0,1,0.6135379076004028,NYU
1,0,1,0.607998788356781,NYU
1,0,0,0.33980515599250793,NYU
1,0,1,0.6017796993255615,NYU
1,0,0,0.2939189374446869,NYU
1,0,1,0.6074753999710083,NYU
1,0,0,0.47813913226127625,TRINITY
1,0,1,0.5409426093101501,TRINITY
1,0,0,0.3854050040245056,NYU
1,0,0,0.42419859766960144,NYU
1,0,0,0.3743581175804138,NYU
1,0,0,0.37076762318611145,NYU
1,0,0,0.4007418155670166,NYU
1,1,0,0.4224027395248413,STANFORD
1,1,0,0.43308407068252563,STANFORD
1,1,0,0.42170247435569763,STANFORD
1,1,0,0.425884485244751,STANFORD
1,0,0,0.4162673354148865,STANFORD
1,0,0,0.4266252815723419,STANFORD
1,1,1,0.7006421685218811,UCLA_1
1,1,1,0.703331470489502,UCLA_1
1,1,1,0.6831286549568176,UCLA_1
1,1,1,0.706855058670044,UCLA_1
1,1,1,0.7043514847755432,UCLA_1
1,1,1,0.6818310022354126,UCLA_1
1,1,1,0.7013429999351501,UCLA_1
1,1,1,0.7090575695037842,UCLA_1
1,0,0,0.28875941038131714,UCLA_1
1,0,0,0.318968802690506,UCLA_1
1,0,1,0.6462678909301758,UCLA_1
1,0,1,0.6316890120506287,UCLA_1
1,0,1,0.6990394592285156,UCLA_1
1,1,0,0.4012279510498047,UCLA_2
1,1,0,0.44334185123443604,UCLA_2
1,0,1,0.671622633934021,UCLA_2
1,0,1,0.6597634553909302,UCLA_2
1,1,0,0.42954784631729126,MAX_MUN
1,1,1,0.5047789812088013,MAX_MUN
1,1,0,0.4945523142814636,MAX_MUN
1,0,0,0.4947870075702667,MAX_MUN
1,0,0,0.3611476719379425,MAX_MUN
1,0,0,0.47388893365859985,MAX_MUN
1,0,0,0.49516722559928894,MAX_MUN
1,0,0,0.4967415928840637,MAX_MUN
1,0,0,0.3801892399787903,MAX_MUN
1,0,1,0.6619011163711548,CALTECH
1,0,0,0.465326189994812,CALTECH
1,1,0,0.43994826078414917,SBL
1,1,0,0.4490082859992981,SBL
2,1,1,0.6719874739646912,PITT
2,1,0,0.35084494948387146,PITT
2,0,0,0.42653974890708923,PITT
2,0,1,0.6403659582138062,PITT
2,0,0,0.4972737729549408,OLIN
2,0,1,0.8749123215675354,OLIN
2,1,0,0.39476650953292847,OLIN
2,1,0,0.31656405329704285,OLIN
2,1,0,0.3137659728527069,OLIN
2,1,1,0.6658470630645752,OLIN
2,1,0,0.3311910629272461,OHSU
2,1,1,0.8165712356567383,OHSU
2,1,0,0.4975830614566803,OHSU
2,1,1,0.7939684987068176,OHSU
2,1,1,0.842905580997467,OHSU
2,0,1,0.861443817615509,OHSU
2,0,1,0.5850018858909607,OHSU
2,0,0,0.3117118775844574,OHSU
2,0,1,0.6886806488037109,OHSU
2,0,1,0.5235524773597717,OHSU
2,1,0,0.42371031641960144,SDSU
2,1,0,0.47620218992233276,SDSU
2,0,0,0.3508642613887787,SDSU
2,0,0,0.3586721122264862,SDSU
2,0,0,0.3133794069290161,SDSU
2,0,0,0.3210579752922058,SDSU
2,0,1,0.6175686120986938,SDSU
2,0,1,0.5354809165000916,SDSU
2,1,0,0.3200732171535492,TRINITY
2,1,1,0.7596609592437744,TRINITY
2,1,0,0.44431445002555847,TRINITY
2,0,0,0.3552192151546478,TRINITY
2,0,1,0.7074275612831116,TRINITY
2,0,1,0.6022324562072754,TRINITY
2,1,1,0.588641881942749,UM_1
2,1,0,0.35180485248565674,UM_1
2,1,1,0.5386155247688293,UM_1
2,1,0,0.3175312280654907,UM_1
2,1,0,0.44097602367401123,UM_1
2,1,0,0.3343923091888428,UM_1
2,1,0,0.32443612813949585,UM_1
2,0,1,0.5386615991592407,UM_1
2,0,0,0.45769816637039185,UM_1
2,0,0,0.33816373348236084,UM_1
2,0,0,0.3040863871574402,UM_1
2,0,0,0.3198711574077606,UM_1
2,0,1,0.688046932220459,UM_1
2,0,0,0.3236428201198578,UM_1
2,0,1,0.5064755082130432,UM_1
2,0,0,0.34820556640625,UM_1
2,0,0,0.3320545256137848,UM_2
2,1,0,0.39835891127586365,UM_2
2,0,0,0.412064790725708,UM_2
2,0,1,0.5846921801567078,USM
2,0,1,0.6627112627029419,USM
2,1,0,0.3184370994567871,USM
2,1,1,0.7340741157531738,USM
2,1,0,0.3314025104045868,USM
2,1,1,0.5162860155105591,USM
2,1,1,0.7245054244995117,USM
2,1,0,0.3435038924217224,USM
2,1,1,0.5180359482765198,USM
2,1,1,0.8482337594032288,USM
2,1,1,0.68323814868927,USM
2,1,1,0.8831800818443298,USM
2,1,0,0.46985501050949097,USM
2,0,0,0.3665948212146759,YALE
2,0,0,0.3032010793685913,YALE
2,0,0,0.3619810938835144,YALE
2,1,1,0.640146017074585,YALE
2,1,1,0.566864550113678,YALE
2,1,0,0.41219770908355713,YALE
2,1,1,0.8194750547409058,YALE
2,1,1,0.5750903487205505,YALE
2,1,1,0.8136886358261108,YALE
2,1,1,0.843938410282135,YALE
2,1,1,0.6663543581962585,YALE
2,1,0,0.375337153673172,CMU
2,1,1,0.7943869829177856,CMU
2,1,0,0.3836471736431122,LEUVEN_1
2,0,0,0.4914718270301819,LEUVEN_1
2,0,1,0.526657223701477,LEUVEN_1
2,1,0,0.4911080002784729,LEUVEN_1
2,0,0,0.44333508610725403,LEUVEN_2
2,0,0,0.4576103091239929,LEUVEN_2
2,0,1,0.5535303950309753,LEUVEN_2
2,1,0,0.3015477955341339,LEUVEN_2
2,1,0,0.45029112696647644,LEUVEN_2
2,0,0,0.3287782371044159,KKI
2,0,0,0.32963210344314575,KKI
2,0,0,0.323162704706192,KKI
2,0,0,0.3137427866458893,KKI
2,1,0,0.4823331832885742,KKI
2,1,0,0.39455586671829224,KKI
2,0,0,0.31681257486343384,KKI
2,1,1,0.5429437756538391,KKI
2,1,0,0.41043540835380554,NYU
2,1,0,0.4954620897769928,NYU
2,1,0,0.40193602442741394,NYU
2,1,0,0.32096338272094727,NYU
2,1,0,0.32831475138664246,NYU
2,1,1,0.6222376227378845,NYU
2,1,0,0.33456045389175415,NYU
2,1,0,0.31732869148254395,NYU
2,1,1,0.6666657328605652,NYU
2,1,0,0.3600402772426605,NYU
2,1,1,0.6556380987167358,NYU
2,1,0,0.38591015338897705,NYU
2,0,0,0.3182240128517151,NYU
2,0,0,0.3061428964138031,NYU
2,0,0,0.30898454785346985,NYU
2,0,0,0.32605522871017456,NYU
